Day,Rate
1117,94.13067640470288
1118,94.89776479246645
1119,95.35956981922371
1120,95.27650000394199
1121,95.43462130723053
1122,95.14090158551204
1123,95.99050239951153
1124,95.61483130059231
1125,96.57896493960898
1126,99.02239975469872
1127,99.02239975469872
1128,98.95148793670542
1129,99.00120926377467
1130,99.46924373827785
1131,98.55826161194265
1132,98.80158910317526
1133,99.13363156866582
1134,99.13282035710036
1135,99.1903922707929
1136,99.19601104460028
1137,100.93526235090131
1138,100.88070717521748
1139,101.03393536236865
1140,101.9486597605886
1141,101.9486597605886
1142,102.49647560092268
1143,101.76584608534512
1144,101.97667052904065
1145,101.81583417005892
1146,102.12971512762418
1147,102.34908500657271
1148,102.34908500657271
1149,102.40544015641527
1150,102.11091291091341
1151,101.00872566392508
1152,100.54772426327523
1153,100.59844919451507
1154,101.23450650341782
1155,101.23450650341782
1156,100.44903114631246
1157,100.50257479694712
1158,101.01375926450676
1159,100.8617958635346
1160,100.67034341712737
1161,101.39545676034265
1162,101.39545676034265
1163,101.21331324973725
1164,100.32200899060578
1165,99.22653837354379
1166,98.26595685431222
1167,98.32917665188948
1168,98.16078175895016
1169,98.16078175895016
1170,97.17953041644763
1171,96.91083520347053
1172,96.084844468474
1173,96.70832476281332
1174,97.36822735406564
1175,97.51993725192594
1176,97.52964175662052
1177,97.57890384644593
1178,97.75956249184203
1179,98.06615559413326
1180,97.8690337270401
1181,97.77734636905386
1182,97.9718105715475
1183,97.96705075842465
1184,97.898902221442
1185,98.33381151940476
1186,97.94769045237608
1187,97.95526043663827
1188,98.21718920757965
1189,97.64586525866584
1190,97.64586525866584
1191,97.34853931240565
1192,96.89466469868093
1193,96.06299501490915
1194,96.5187952323631
1195,97.3734395080001
1196,97.33879925906596
1197,97.33879925906596
1198,97.38194689880964
1199,96.6276525432412
1200,96.45460806206846
1201,95.79663922170823
1202,95.68352405234039
1203,96.86749775804296
1204,96.86749775804296
1205,96.89951388813992
1206,96.64101048478948
1207,97.06264556678427
1208,95.6553376690838
1209,95.4074000808588
1210,93.36778975795782
1211,93.41876375622513
1212,92.59345101306889
1213,94.08692020953124
1214,93.48018825528666
1215,92.99074397381253
1216,92.21869313564898
1217,91.47389725389115
1218,91.46233675732698
1219,91.37523871674844
1220,91.89857022991718
1221,91.51714710712223
1222,91.20115378598068
1223,91.86116669891223
1224,93.13888951046795
1225,93.09988701046659
1226,92.52864431077234
1227,92.66443415993076
1228,93.10345964420951
1229,92.9749241392148
1230,92.41922339376646
1231,92.4664985105802
1232,92.436807259171
1233,92.27037697051358
1234,92.10713328312148
1235,93.31482538363994
1236,92.87293632525848
1237,92.96104555279217
1238,93.56119300975296
1239,93.57688200975338
1240,93.61033027807997
1241,92.92720663877071
1242,93.32547846080826
1243,93.87493518558712
1244,93.35881252211364
1245,93.61317550841655
1246,93.62513800778744
1247,93.46836913054325
1248,93.4313330808193
1249,93.72965527954395
1250,93.78566465305033
1251,93.64649206626677
1252,93.45186512448554
1253,93.45186512448554
1254,93.41742714142508
1255,93.49372953497948
1256,92.66140276081279
1257,92.51590886883503
1258,93.66105021035378
1259,92.90746300747908
1260,92.90746300747908
1261,92.5858551038479
1262,92.95974838461389
1263,92.64071014039249
1264,93.58529607970335
1265,92.67400877316327
1266,93.60003771362307
1267,93.57942812926973
1268,93.60749904701127
1269,94.49539041180968
1270,94.37788044056438
1271,93.7706453346786
1272,93.52690980629669
1273,92.46407917920043
1274,92.49981353469387
1275,92.4249581667484
1276,92.09048532122144
1277,91.57378898697917
1278,91.14396410396833
1279,90.92859393615157
1280,91.44202993251247
1281,91.02944425907062
1282,90.99611139697623
1283,90.87322473070239
1284,92.09667968656566
1285,92.48563771210242
1286,93.0483472415705
1287,92.48818776997287
1288,92.46840550472857
1289,92.36658920935766
1290,91.27504162722138
1291,91.14613774079405
1292,91.66910456381328
1293,92.88478748146773
1294,92.76036408486851
1295,92.72779375847198
1296,92.96953429228695
1297,92.25544269430621
1298,92.48651847263069
1299,93.14355824401319
1300,93.1665141244336
1301,93.28299964665172
1302,93.27118925472257
1303,93.34464219566988
1304,93.91273470636236
1305,95.2061050751789
1306,95.33119053973587
1307,94.59154131875006
1308,94.57040886868593
1309,94.57747675384161
1310,94.25109514957364
1311,94.36716012012403
1312,95.3684122215141
1313,95.18553963801162
1314,94.76045261298636
1315,95.16670771697689
1316,95.17118628045628
1317,95.1336813520008
1318,95.08292215230453
1319,95.9566453265572
1320,96.87014189376788
1321,96.56074456442795
1322,95.99046827861771
1323,96.13931825467488
1324,96.22875642990687
1325,96.05046559219086
1326,95.77006831037382
1327,95.67741097614123
1328,95.80720869114505
1329,95.31806304931753
1330,95.34374050450009
1331,95.14554072611212
1332,95.3558517925768
1333,95.43338465785575
1334,95.8954703091549
1335,94.99514306509265
1336,95.10549136371378
1337,95.17404925604843
1338,95.11729810480008
1339,95.26028657174707
1340,96.46402707610386
